0.312,-0.395,-0.2
0.316,-0.44,-0.22
0.32,-0.455,-0.25
0.324,-0.475,-0.27
0.328,-0.475,-0.295
0.332,-0.49,-0.305
0.336,-0.5,-0.305
0.34,-0.505,-0.305
0.344,-0.485,-0.295
0.348,-0.5,-0.305
0.352,-0.51,-0.315
0.356,-0.535,-0.28
0.36,-0.525,-0.325
0.364,-0.52,-0.33
0.368,-0.525,-0.32
0.372,-0.52,-0.32
0.376,-0.515,-0.315
0.38,-0.525,-0.3
0.384,-0.545,-0.315
0.388,-0.525,-0.3
0.392,-0.515,-0.31
0.396,-0.535,-0.335
0.4,-0.54,-0.335
0.404,-0.545,-0.335
0.408,-0.535,-0.3
0.412,-0.54,-0.315
0.416,-0.545,-0.32
0.42,-0.54,-0.3
0.424,-0.555,-0.325
0.428,-0.55,-0.32
0.432,-0.56,-0.305
0.436,-0.53,-0.32
0.44,-0.55,-0.33
0.444,-0.54,-0.32
0.448,-0.54,-0.33
0.452,-0.545,-0.32
0.456,-0.555,-0.31
0.46,-0.57,-0.32
0.464,-0.575,-0.32
0.468,-0.56,-0.32
0.472,-0.555,-0.32
0.476,-0.555,-0.31
0.48,-0.535,-0.31
0.484,-0.515,-0.32
0.488,-0.51,-0.325
0.492,-0.52,-0.33
0.496,-0.5,-0.31
0.5,-0.5,-0.32
0.504,-0.45,-0.3
0.508,-0.405,-0.335
0.512,-0.375,-0.31
0.516,-0.34,-0.3
0.52,-0.365,-0.3
0.524,-0.36,-0.285
0.528,-0.375,-0.32
0.532,-0.415,-0.31
0.536,-0.45,-0.31
0.54,-0.46,-0.335
0.544,-0.475,-0.32
0.548,-0.515,-0.355
0.552,-0.55,-0.355
0.556,-0.55,-0.355
0.56,-0.585,-0.36
0.564,-0.61,-0.36
0.568,-0.63,-0.35
0.572,-0.66,-0.335
0.576,-0.64,-0.36
0.58,-0.65,-0.35
0.584,-0.66,-0.35
0.588,-0.65,-0.36
0.592,-0.64,-0.365
0.596,-0.645,-0.37
0.6,-0.66,-0.355
0.604,-0.64,-0.36
0.608,-0.65,-0.365
0.612,-0.665,-0.36
0.616,-0.675,-0.36
0.62,-0.68,-0.375
0.624,-0.69,-0.385
0.628,-0.685,-0.39
0.632,-0.665,-0.39
0.636,-0.67,-0.38
0.64,-0.64,-0.38
0.644,-0.605,-0.37
0.648,-0.545,-0.385
0.652,-0.485,-0.38
0.656,-0.43,-0.39
0.66,-0.38,-0.375
0.664,-0.365,-0.4
0.668,-0.37,-0.4
0.672,-0.36,-0.455
0.676,-0.365,-0.515
0.68,-0.385,-0.575
0.684,-0.585,-0.7
0.688,-0.85,-0.79
0.692,-1.095,-0.87
0.696,-1.24,-0.9
0.7,-1.37,-0.905
0.704,-1.435,-0.895
0.708,-1.415,-0.92
0.712,-1.395,-0.875
0.716,-1.285,-0.845
0.72,-1.12,-0.815
0.724,-0.935,-0.82
0.728,-0.785,-0.77
0.732,-0.71,-0.695
0.736,-0.675,-0.59
0.74,-0.685,-0.465
0.744,-0.69,-0.35
0.748,-0.7,-0.32
0.752,-0.685,-0.29
0.756,-0.69,-0.29
0.76,-0.695,-0.29
0.764,-0.69,-0.315
0.768,-0.675,-0.315
0.772,-0.675,-0.32
0.776,-0.665,-0.315
0.78,-0.655,-0.33
0.784,-0.66,-0.32
0.788,-0.645,-0.32
0.792,-0.64,-0.295
0.796,-0.64,-0.31
0.8,-0.67,-0.29
0.804,-0.67,-0.305
0.808,-0.66,-0.3
0.812,-0.66,-0.32
0.816,-0.64,-0.315
0.82,-0.615,-0.31
0.824,-0.615,-0.295
0.828,-0.61,-0.31
0.832,-0.625,-0.285
0.836,-0.63,-0.295
0.84,-0.625,-0.29
0.844,-0.615,-0.295
0.848,-0.61,-0.3
0.852,-0.615,-0.29
0.856,-0.595,-0.3
0.86,-0.585,-0.305
0.864,-0.585,-0.285
0.868,-0.58,-0.285
0.872,-0.59,-0.275
0.876,-0.59,-0.26
0.88,-0.59,-0.25
0.884,-0.59,-0.235
0.888,-0.56,-0.255
0.892,-0.56,-0.26
0.896,-0.535,-0.24
0.9,-0.535,-0.22
0.904,-0.515,-0.235
0.908,-0.52,-0.205
0.912,-0.53,-0.24
0.916,-0.54,-0.24
0.92,-0.54,-0.25
0.924,-0.54,-0.26
0.928,-0.56,-0.305
0.932,-0.555,-0.275
0.936,-0.585,-0.275
0.94,-0.59,-0.335
0.944,-0.615,-0.34
0.948,-0.625,-0.35
0.952,-0.665,-0.35
0.956,-0.685,-0.395
0.96,-0.69,-0.395
0.964,-0.685,-0.415
0.968,-0.67,-0.425
0.972,-0.68,-0.43
0.976,-0.695,-0.41
0.98,-0.695,-0.41
0.984,-0.7,-0.42
0.988,-0.7,-0.415
0.992,-0.71,-0.415
0.996,-0.71,-0.44
1,-0.685,-0.415
1.004,-0.695,-0.39
1.008,-0.68,-0.43
1.012,-0.695,-0.425
1.016,-0.7,-0.41
1.02,-0.675,-0.415
1.024,-0.715,-0.425
1.028,-0.715,-0.415
1.032,-0.71,-0.415
1.036,-0.705,-0.405
1.04,-0.705,-0.405
1.044,-0.705,-0.44
1.048,-0.7,-0.405
1.052,-0.7,-0.41
1.056,-0.695,-0.415
1.06,-0.725,-0.425
1.064,-0.725,-0.405
1.068,-0.71,-0.42
1.072,-0.71,-0.44
1.076,-0.7,-0.415
1.08,-0.7,-0.42
1.084,-0.69,-0.42
1.088,-0.72,-0.41
1.092,-0.725,-0.395
1.096,-0.725,-0.395
1.1,-0.71,-0.415
1.104,-0.695,-0.415
1.108,-0.68,-0.425
1.112,-0.655,-0.42
1.116,-0.66,-0.415
1.12,-0.635,-0.415
1.124,-0.625,-0.39
1.128,-0.59,-0.385
1.132,-0.545,-0.395
1.136,-0.53,-0.405
1.14,-0.545,-0.38
1.144,-0.535,-0.375
1.148,-0.52,-0.375
1.152,-0.515,-0.395
1.156,-0.53,-0.4
1.16,-0.56,-0.405
1.164,-0.59,-0.405
1.168,-0.635,-0.41
1.172,-0.64,-0.42
1.176,-0.675,-0.42
1.18,-0.695,-0.425
1.184,-0.72,-0.415
1.188,-0.735,-0.43
1.192,-0.755,-0.405
1.196,-0.775,-0.4
1.2,-0.75,-0.395
1.204,-0.755,-0.41
1.208,-0.765,-0.425
1.212,-0.76,-0.405
1.216,-0.765,-0.4
1.22,-0.765,-0.42
1.224,-0.77,-0.415
1.228,-0.765,-0.435
1.232,-0.75,-0.425
1.236,-0.765,-0.4
1.24,-0.78,-0.415
1.244,-0.775,-0.405
1.248,-0.765,-0.425
1.252,-0.785,-0.42
1.256,-0.79,-0.435
1.26,-0.745,-0.425
1.264,-0.71,-0.435
1.268,-0.655,-0.42
1.272,-0.615,-0.445
1.276,-0.57,-0.405
1.28,-0.525,-0.415
1.284,-0.495,-0.425
1.288,-0.47,-0.45
1.292,-0.48,-0.49
1.296,-0.485,-0.56
1.3,-0.5,-0.64
1.304,-0.68,-0.765
1.308,-0.955,-0.86
1.312,-1.2,-0.91
1.316,-1.35,-0.92
1.32,-1.505,-0.92
1.324,-1.57,-0.93
1.328,-1.565,-0.93
1.332,-1.51,-0.9
1.336,-1.385,-0.89
1.34,-1.19,-0.86
1.344,-0.98,-0.83
1.348,-0.83,-0.8
1.352,-0.78,-0.705
1.356,-0.78,-0.54
1.36,-0.8,-0.445
1.364,-0.78,-0.34
1.368,-0.78,-0.315
1.372,-0.76,-0.335
1.376,-0.765,-0.355
1.38,-0.75,-0.35
1.384,-0.75,-0.33
1.388,-0.77,-0.32
1.392,-0.76,-0.33
1.396,-0.74,-0.32
1.4,-0.745,-0.34
1.404,-0.74,-0.335
1.408,-0.73,-0.34
1.412,-0.72,-0.32
1.416,-0.735,-0.32
1.42,-0.74,-0.335
1.424,-0.73,-0.335
1.428,-0.705,-0.33
1.432,-0.715,-0.325
1.436,-0.715,-0.325
1.44,-0.715,-0.315
1.444,-0.7,-0.315
1.448,-0.69,-0.31
1.452,-0.675,-0.305
1.456,-0.675,-0.295
1.46,-0.68,-0.295
1.464,-0.665,-0.285
1.468,-0.675,-0.275
1.472,-0.64,-0.285
1.476,-0.635,-0.28
1.48,-0.645,-0.28
1.484,-0.645,-0.27
1.488,-0.65,-0.27
1.492,-0.615,-0.235
1.496,-0.64,-0.24
1.5,-0.625,-0.225
1.504,-0.615,-0.225
1.508,-0.615,-0.205
1.512,-0.605,-0.21
1.516,-0.625,-0.23
1.52,-0.6,-0.21
1.524,-0.59,-0.225
1.528,-0.595,-0.21
1.532,-0.585,-0.215
1.536,-0.605,-0.22
1.54,-0.62,-0.22
1.544,-0.625,-0.25
1.548,-0.63,-0.28
1.552,-0.66,-0.29
1.556,-0.675,-0.31
1.56,-0.685,-0.315
1.564,-0.69,-0.34
1.568,-0.705,-0.36
1.572,-0.705,-0.375
1.576,-0.73,-0.4
1.58,-0.735,-0.395
1.584,-0.74,-0.4
1.588,-0.72,-0.39
1.592,-0.725,-0.415
1.596,-0.745,-0.405
1.6,-0.75,-0.405
1.604,-0.745,-0.39
1.608,-0.765,-0.375
1.612,-0.76,-0.39
1.616,-0.755,-0.415
1.62,-0.74,-0.39
1.624,-0.75,-0.4
1.628,-0.765,-0.41
1.632,-0.735,-0.4
1.636,-0.73,-0.4
1.64,-0.72,-0.405
1.644,-0.75,-0.395
1.648,-0.755,-0.39
1.652,-0.74,-0.415
1.656,-0.725,-0.395
1.66,-0.725,-0.405
1.664,-0.735,-0.425
1.668,-0.74,-0.405
1.672,-0.745,-0.4
1.676,-0.74,-0.395
1.68,-0.735,-0.405
1.684,-0.725,-0.39
1.688,-0.745,-0.415
1.692,-0.745,-0.4
1.696,-0.725,-0.395
1.7,-0.73,-0.375
1.704,-0.725,-0.375
1.708,-0.72,-0.385
1.712,-0.725,-0.39
1.716,-0.705,-0.375
1.72,-0.705,-0.405
1.724,-0.705,-0.4
1.728,-0.69,-0.38
1.732,-0.685,-0.395
1.736,-0.645,-0.39
1.74,-0.595,-0.38
1.744,-0.575,-0.38
1.748,-0.55,-0.37
1.752,-0.555,-0.365
1.756,-0.545,-0.36
1.76,-0.535,-0.39
1.764,-0.54,-0.385
1.768,-0.545,-0.4
1.772,-0.58,-0.395
1.776,-0.61,-0.4
1.78,-0.61,-0.4
1.784,-0.67,-0.415
1.788,-0.7,-0.41
1.792,-0.73,-0.415
1.796,-0.775,-0.415
1.8,-0.78,-0.41
1.804,-0.755,-0.42
1.808,-0.74,-0.43
1.812,-0.775,-0.415
1.816,-0.78,-0.405
1.82,-0.78,-0.42
1.824,-0.775,-0.415
1.828,-0.79,-0.41
1.832,-0.8,-0.41
1.836,-0.795,-0.41
1.84,-0.795,-0.405
1.844,-0.77,-0.43
1.848,-0.78,-0.425
1.852,-0.78,-0.405
1.856,-0.77,-0.415
1.86,-0.795,-0.415
1.864,-0.805,-0.405
1.868,-0.81,-0.425
1.872,-0.775,-0.44
1.876,-0.73,-0.435
1.88,-0.67,-0.435
1.884,-0.615,-0.43
1.888,-0.545,-0.43
1.892,-0.51,-0.415
1.896,-0.51,-0.43
1.9,-0.51,-0.445
1.904,-0.53,-0.51
1.908,-0.54,-0.62
1.912,-0.585,-0.705
1.916,-0.85,-0.845
1.92,-1.115,-0.925
1.924,-1.285,-0.96
1.928,-1.45,-0.935
1.932,-1.565,-0.93
1.936,-1.59,-0.94
1.94,-1.56,-0.93
1.944,-1.48,-0.885
1.948,-1.32,-0.865
1.952,-1.11,-0.855
1.956,-0.94,-0.825
1.96,-0.855,-0.755
1.964,-0.82,-0.63
1.968,-0.805,-0.49
1.972,-0.82,-0.375
1.976,-0.815,-0.35
1.98,-0.795,-0.36
1.984,-0.805,-0.355
1.988,-0.81,-0.34
1.992,-0.79,-0.34
1.996,-0.77,-0.34
2,-0.77,-0.35
2.004,-0.775,-0.335
2.008,-0.785,-0.32
2.012,-0.775,-0.32
2.016,-0.77,-0.305
2.02,-0.78,-0.315
2.024,-0.77,-0.31
2.028,-0.765,-0.295
2.032,-0.76,-0.3
2.036,-0.76,-0.305
2.04,-0.75,-0.305
2.044,-0.755,-0.295
2.048,-0.745,-0.29
2.052,-0.735,-0.29
2.056,-0.745,-0.275
2.06,-0.725,-0.295
2.064,-0.73,-0.29
2.068,-0.72,-0.275
2.072,-0.72,-0.265
2.076,-0.72,-0.275
2.08,-0.705,-0.27
2.084,-0.7,-0.255
2.088,-0.7,-0.265
2.092,-0.66,-0.24
2.096,-0.65,-0.26
2.1,-0.655,-0.24
2.104,-0.66,-0.23
2.108,-0.645,-0.2
2.112,-0.64,-0.195
2.116,-0.64,-0.2
2.12,-0.64,-0.195
2.124,-0.64,-0.215
2.128,-0.615,-0.2
2.132,-0.595,-0.21
2.136,-0.61,-0.2
2.14,-0.63,-0.215
2.144,-0.63,-0.215
2.148,-0.64,-0.225
2.152,-0.645,-0.245
2.156,-0.66,-0.27
2.16,-0.69,-0.295
2.164,-0.685,-0.315
2.168,-0.71,-0.32
2.172,-0.72,-0.34
2.176,-0.755,-0.365
2.18,-0.765,-0.365
2.184,-0.765,-0.37
2.188,-0.76,-0.385
2.192,-0.77,-0.38
2.196,-0.78,-0.37
2.2,-0.795,-0.405
2.204,-0.78,-0.375
2.208,-0.765,-0.375
2.212,-0.775,-0.375
2.216,-0.78,-0.38
2.22,-0.765,-0.38
2.224,-0.78,-0.38
2.228,-0.765,-0.39
2.232,-0.78,-0.375
2.236,-0.77,-0.385
2.24,-0.77,-0.39
2.244,-0.76,-0.385
2.248,-0.785,-0.38
2.252,-0.77,-0.365
2.256,-0.785,-0.36
2.26,-0.785,-0.365
2.264,-0.805,-0.38
2.268,-0.785,-0.39
2.272,-0.775,-0.37
2.276,-0.795,-0.365
2.28,-0.78,-0.36
2.284,-0.78,-0.37
2.288,-0.78,-0.365
2.292,-0.78,-0.365
2.296,-0.78,-0.36
2.3,-0.8,-0.365
2.304,-0.805,-0.37
2.308,-0.78,-0.37
2.312,-0.79,-0.37
2.316,-0.78,-0.37
2.32,-0.79,-0.36
2.324,-0.785,-0.36
2.328,-0.79,-0.365
2.332,-0.76,-0.34
2.336,-0.77,-0.36
2.34,-0.76,-0.38
2.344,-0.74,-0.35
2.348,-0.735,-0.365
2.352,-0.73,-0.355
2.356,-0.725,-0.36
2.36,-0.685,-0.335
2.364,-0.64,-0.355
2.368,-0.605,-0.335
2.372,-0.585,-0.345
2.376,-0.555,-0.335
2.38,-0.565,-0.335
2.384,-0.555,-0.33
2.388,-0.545,-0.34
2.392,-0.58,-0.36
2.396,-0.61,-0.36
2.4,-0.615,-0.37
2.404,-0.64,-0.35
2.408,-0.68,-0.355
2.412,-0.72,-0.355
2.416,-0.745,-0.355
2.42,-0.765,-0.36
2.424,-0.78,-0.36
2.428,-0.81,-0.34
2.432,-0.775,-0.34
2.436,-0.785,-0.33
2.44,-0.805,-0.345
2.444,-0.82,-0.33
2.448,-0.8,-0.34
2.452,-0.8,-0.36
2.456,-0.81,-0.34
2.46,-0.825,-0.35
2.464,-0.81,-0.37
2.468,-0.815,-0.355
2.472,-0.82,-0.35
2.476,-0.805,-0.33
2.48,-0.815,-0.355
2.484,-0.81,-0.34
2.488,-0.795,-0.35
2.492,-0.785,-0.34
2.496,-0.79,-0.325
2.5,-0.77,-0.34
2.504,-0.695,-0.33
2.508,-0.635,-0.355
2.512,-0.575,-0.345
2.516,-0.55,-0.355
2.52,-0.54,-0.365
2.524,-0.53,-0.37
2.528,-0.525,-0.43
2.532,-0.525,-0.49
2.536,-0.565,-0.585
2.54,-0.735,-0.725
2.544,-1.015,-0.825
2.548,-1.22,-0.87
2.552,-1.39,-0.87
2.556,-1.51,-0.86
2.56,-1.575,-0.875
2.564,-1.59,-0.87
2.568,-1.495,-0.845
2.572,-1.365,-0.805
2.576,-1.17,-0.785
2.58,-0.995,-0.755
2.584,-0.875,-0.725
2.588,-0.81,-0.64
2.592,-0.82,-0.5
2.596,-0.82,-0.375
2.6,-0.82,-0.29
2.604,-0.805,-0.28
2.608,-0.8,-0.295
2.612,-0.82,-0.29
2.616,-0.815,-0.29
2.62,-0.82,-0.28
2.624,-0.805,-0.275
2.628,-0.815,-0.265
2.632,-0.81,-0.275
2.636,-0.795,-0.29
2.64,-0.775,-0.285
2.644,-0.78,-0.265
2.648,-0.78,-0.265
2.652,-0.785,-0.27
2.656,-0.785,-0.275
2.66,-0.78,-0.275
2.664,-0.77,-0.275
2.668,-0.765,-0.28
2.672,-0.735,-0.27
2.676,-0.735,-0.28
2.68,-0.73,-0.265
2.684,-0.73,-0.245
2.688,-0.725,-0.25
2.692,-0.71,-0.24
2.696,-0.715,-0.26
2.7,-0.705,-0.23
2.704,-0.7,-0.235
2.708,-0.67,-0.24
2.712,-0.685,-0.21
2.716,-0.67,-0.225
2.72,-0.66,-0.2
2.724,-0.66,-0.195
2.728,-0.655,-0.18
2.732,-0.64,-0.185
2.736,-0.64,-0.19
2.74,-0.64,-0.175
2.744,-0.635,-0.175
2.748,-0.625,-0.175
2.752,-0.61,-0.17
2.756,-0.595,-0.18
2.76,-0.605,-0.175
2.764,-0.61,-0.16
2.768,-0.61,-0.175
2.772,-0.605,-0.19
2.776,-0.61,-0.19
2.78,-0.61,-0.2
2.784,-0.615,-0.22
2.788,-0.63,-0.25
2.792,-0.64,-0.255
2.796,-0.665,-0.28
2.8,-0.69,-0.29
2.804,-0.69,-0.315
2.808,-0.72,-0.34
2.812,-0.7,-0.335
2.816,-0.705,-0.35
2.82,-0.73,-0.355
2.824,-0.71,-0.36
2.828,-0.715,-0.375
2.832,-0.73,-0.355
2.836,-0.725,-0.37
2.84,-0.73,-0.375
2.844,-0.74,-0.37
2.848,-0.765,-0.36
2.852,-0.745,-0.38
2.856,-0.735,-0.37
2.86,-0.72,-0.38
2.864,-0.745,-0.355
2.868,-0.75,-0.365
2.872,-0.755,-0.35
2.876,-0.755,-0.365
2.88,-0.735,-0.355
2.884,-0.74,-0.365
2.888,-0.75,-0.37
2.892,-0.735,-0.385
2.896,-0.725,-0.365
2.9,-0.74,-0.37
2.904,-0.755,-0.385
2.908,-0.745,-0.365
2.912,-0.76,-0.355
2.916,-0.765,-0.37
2.92,-0.74,-0.365
2.924,-0.74,-0.36
2.928,-0.74,-0.375
2.932,-0.75,-0.385
2.936,-0.75,-0.365
2.94,-0.745,-0.355
2.944,-0.755,-0.345
2.948,-0.74,-0.38
2.952,-0.735,-0.365
2.956,-0.72,-0.38
2.96,-0.715,-0.36
2.964,-0.69,-0.365
2.968,-0.685,-0.365
2.972,-0.68,-0.365
2.976,-0.655,-0.375
2.98,-0.625,-0.36
2.984,-0.59,-0.35
2.988,-0.56,-0.36
2.992,-0.535,-0.36
2.996,-0.5,-0.35
3,-0.5,-0.34
3.004,-0.525,-0.365
3.008,-0.52,-0.345
3.012,-0.55,-0.35
3.016,-0.6,-0.345
3.02,-0.61,-0.37
3.024,-0.625,-0.355
3.028,-0.655,-0.365
3.032,-0.685,-0.38
3.036,-0.705,-0.38
3.04,-0.715,-0.37
3.044,-0.74,-0.395
3.048,-0.75,-0.37
3.052,-0.74,-0.36
3.056,-0.76,-0.37
3.06,-0.76,-0.355
3.064,-0.765,-0.35
3.068,-0.765,-0.37
3.072,-0.75,-0.37
3.076,-0.75,-0.38
3.08,-0.745,-0.37
3.084,-0.755,-0.37
3.088,-0.76,-0.375
3.092,-0.76,-0.365
3.096,-0.77,-0.38
3.1,-0.77,-0.36
3.104,-0.755,-0.39
3.108,-0.755,-0.39
3.112,-0.745,-0.385
3.116,-0.74,-0.365
3.12,-0.69,-0.37
3.124,-0.64,-0.37
3.128,-0.58,-0.365
3.132,-0.54,-0.38
3.136,-0.48,-0.365
3.14,-0.445,-0.365
3.144,-0.44,-0.4
3.148,-0.425,-0.43
3.152,-0.445,-0.51
3.156,-0.49,-0.59
3.16,-0.66,-0.695
3.164,-0.915,-0.79
3.168,-1.115,-0.875
3.172,-1.275,-0.885
3.176,-1.38,-0.905
3.18,-1.44,-0.905
3.184,-1.42,-0.9
3.188,-1.345,-0.865
3.192,-1.27,-0.825
3.196,-1.125,-0.815
3.2,-0.995,-0.79
3.204,-0.855,-0.74
3.208,-0.77,-0.675
3.212,-0.76,-0.58
3.216,-0.755,-0.42
3.22,-0.74,-0.325
3.224,-0.765,-0.295
3.228,-0.745,-0.27
3.232,-0.755,-0.27
3.236,-0.735,-0.29
3.24,-0.745,-0.275
3.244,-0.73,-0.3
3.248,-0.745,-0.27
3.252,-0.75,-0.285
3.256,-0.72,-0.28
3.26,-0.715,-0.3
3.264,-0.715,-0.27
3.268,-0.72,-0.305
3.272,-0.71,-0.29
3.276,-0.7,-0.285
3.28,-0.72,-0.26
3.284,-0.715,-0.25
3.288,-0.7,-0.275
3.292,-0.665,-0.27
3.296,-0.69,-0.275
3.3,-0.7,-0.265
3.304,-0.67,-0.255
3.308,-0.66,-0.255
3.312,-0.69,-0.255
3.316,-0.665,-0.265
3.32,-0.665,-0.25
3.324,-0.67,-0.24
3.328,-0.66,-0.24
3.332,-0.635,-0.23
3.336,-0.635,-0.23
3.34,-0.61,-0.225
3.344,-0.6,-0.215
3.348,-0.595,-0.195
3.352,-0.58,-0.185
3.356,-0.595,-0.18
3.36,-0.58,-0.175
3.364,-0.565,-0.165
3.368,-0.56,-0.165
3.372,-0.55,-0.155
3.376,-0.55,-0.145
3.38,-0.55,-0.14
3.384,-0.54,-0.15
3.388,-0.535,-0.155
3.392,-0.54,-0.17
3.396,-0.535,-0.165
3.4,-0.54,-0.195
3.404,-0.555,-0.2
3.408,-0.58,-0.205
3.412,-0.565,-0.215
3.416,-0.58,-0.23
3.42,-0.59,-0.245
3.424,-0.615,-0.265
3.428,-0.64,-0.28
3.432,-0.64,-0.29
3.436,-0.66,-0.29
3.44,-0.64,-0.29
3.444,-0.64,-0.305
3.448,-0.65,-0.325
3.452,-0.665,-0.3
3.456,-0.665,-0.3
3.46,-0.675,-0.3
3.464,-0.66,-0.32
3.468,-0.685,-0.315
3.472,-0.685,-0.29
3.476,-0.69,-0.31
3.48,-0.64,-0.3
3.484,-0.655,-0.29
3.488,-0.66,-0.305
3.492,-0.695,-0.32
3.496,-0.675,-0.32
3.5,-0.675,-0.28
3.504,-0.685,-0.295
3.508,-0.67,-0.305
3.512,-0.69,-0.295
3.516,-0.68,-0.29
3.52,-0.675,-0.315
3.524,-0.675,-0.295
3.528,-0.67,-0.285
3.532,-0.67,-0.31
3.536,-0.675,-0.305
3.54,-0.69,-0.315
3.544,-0.66,-0.28
3.548,-0.655,-0.32
3.552,-0.655,-0.34
3.556,-0.66,-0.305
3.56,-0.66,-0.305
3.564,-0.66,-0.285
3.568,-0.665,-0.305
3.572,-0.655,-0.29
3.576,-0.66,-0.31
3.58,-0.645,-0.295
3.584,-0.645,-0.295
3.588,-0.62,-0.305
3.592,-0.615,-0.31
3.596,-0.62,-0.3
3.6,-0.59,-0.28
3.604,-0.57,-0.305
3.608,-0.52,-0.3
3.612,-0.5,-0.285
3.616,-0.485,-0.29
3.62,-0.48,-0.285
3.624,-0.48,-0.27
3.628,-0.475,-0.295
3.632,-0.475,-0.325
3.636,-0.515,-0.305
3.64,-0.55,-0.295
3.644,-0.545,-0.315
3.648,-0.58,-0.31
3.652,-0.61,-0.345
3.656,-0.625,-0.31
3.66,-0.64,-0.34
3.664,-0.66,-0.34
3.668,-0.685,-0.325
3.672,-0.685,-0.33
3.676,-0.695,-0.325
3.68,-0.71,-0.32
3.684,-0.705,-0.33
3.688,-0.705,-0.34
3.692,-0.705,-0.33
3.696,-0.7,-0.33
3.7,-0.695,-0.345
3.704,-0.705,-0.33
3.708,-0.7,-0.345
3.712,-0.705,-0.35
3.716,-0.69,-0.325
3.72,-0.71,-0.33
3.724,-0.71,-0.315
3.728,-0.715,-0.335
3.732,-0.715,-0.335
3.736,-0.695,-0.34
3.74,-0.66,-0.33
3.744,-0.615,-0.34
3.748,-0.565,-0.315
3.752,-0.525,-0.335
3.756,-0.485,-0.34
3.76,-0.45,-0.325
3.764,-0.42,-0.33
3.768,-0.41,-0.36
3.772,-0.41,-0.4
3.776,-0.415,-0.46
3.78,-0.5,-0.575
3.784,-0.71,-0.655
3.788,-0.945,-0.74
3.792,-1.13,-0.8
3.796,-1.285,-0.815
3.8,-1.395,-0.815
3.804,-1.42,-0.82
3.808,-1.395,-0.815
3.812,-1.325,-0.8
3.816,-1.195,-0.77
3.82,-1.045,-0.745
3.824,-0.885,-0.72
3.828,-0.775,-0.695
3.832,-0.735,-0.605
3.836,-0.72,-0.515
3.84,-0.73,-0.37
3.844,-0.72,-0.3
3.848,-0.725,-0.275
3.852,-0.71,-0.26
3.856,-0.705,-0.265
3.86,-0.7,-0.26
3.864,-0.675,-0.27
3.868,-0.695,-0.275
3.872,-0.71,-0.255
3.876,-0.7,-0.27
3.88,-0.685,-0.27
3.884,-0.67,-0.27
3.888,-0.66,-0.285
3.892,-0.68,-0.26
3.896,-0.685,-0.26
3.9,-0.675,-0.275
3.904,-0.665,-0.26
3.908,-0.67,-0.235
3.912,-0.675,-0.225
3.916,-0.655,-0.235
3.92,-0.645,-0.255
3.924,-0.65,-0.245
3.928,-0.63,-0.26
3.932,-0.64,-0.245
3.936,-0.625,-0.23
3.94,-0.625,-0.22
3.944,-0.605,-0.245
3.948,-0.595,-0.215
3.952,-0.615,-0.2
3.956,-0.605,-0.21
3.96,-0.585,-0.22
3.964,-0.565,-0.21
3.968,-0.6,-0.2
3.972,-0.59,-0.205
3.976,-0.565,-0.19
3.98,-0.56,-0.175
3.984,-0.54,-0.175
3.988,-0.555,-0.19
3.992,-0.555,-0.17
3.996,-0.545,-0.165
